term,2014-10-15,2014-10-22,2014-10-01,2014-10-08
mechtild5,7,5,0,9
medeabenjamin,3,1,0,19
medgar,1,4,1,0
mediabias,5,4,0,1
mediablackout,0,4,2,2
mediajuggernaut,0,1,1,1
mediajustice,3,0,1,1
mediate,1,1,1,0
medicaid,3,2,4,0
mediocrity,1,4,0,2
meditate,1,1,0,2
meditation,14,6,0,2
medlock_r,1,9,0,3
meek,2,21,2,0
meetmeinferguson,0,3,2,1
megan,0,2,2,4
megaphone,0,3,1,11
melee,12,1,0,1
melinda,2,5,19,0
melissatweets,4,2,0,2
melrobbins,1,1,0,1
melting,0,3,2,3
melvin,0,3,3,2
membership,0,3,2,4
memmosdubai,0,1,3,1
memorialize,2,2,0,3
memorials,0,4,3,2
memphis_united,1,1,0,1
menacing,0,1,1,5
mend,0,1,2,2
menlo,1,2,1,0
mens,1,2,4,0
mensa,2,0,1,1
mentoring,2,3,10,0
mentors,1,0,5,2
menu,0,2,3,3
meow,1,0,1,2
merch,0,5,1,1
merchandise,0,28,2,3
merchants,2,1,0,3
merger,4,4,1,0
meridian,3,1,1,0
merlin333,1,0,3,1
mersgoodwill,0,1,5,5
meta,0,16,1,1
metaphors,1,1,1,0
methodist,0,1,3,2
meticulous,1,0,1,1
metrolink,0,2,1,2
mf135,1,3,1,0
mfers,1,4,2,0
mfootballfacts,1,1,0,1
mfootballquotes,2,1,0,1
mfs,6,0,1,3
mfthrowback,1,1,1,0
mh,2,0,1,5
miamiforever2,1,1,0,1
mice,0,5,1,3
micha,2,0,3,2
michaelcalhoun,1,0,5,53
michaeldunn,13,1,30,0
michaelhayes,1,0,2,1
michel,4,0,10,1
michellemalkin,1,5,0,2
michellezei,53,2,0,1
microscope,1,1,1,0
microwave,1,2,0,2
middleeast,1,0,1,4
mideast,1,1,0,1
midtermsmatter,3,0,1,1
midway,0,1,1,1
migration,0,1,1,2
mikandynothem,1,0,1,1
mikebloomberg,0,1,1,1
mikebown,0,1,1,2
mikebrownlaw,5,3,0,11
mikecgowen,3,0,1,2
mikeprysner,2,0,1,3
mikerotondo86,1,1,0,5
mikes,5,4,0,3
mikeworld,1,0,2,2
mikey,0,2,2,1
mild,2,0,1,2
mildly,1,0,1,1
miley,2,1,0,1
militantjd,0,3,1,2
militarisation,1,1,0,2
militarised,1,0,2,4
militaristic,2,1,0,1
milivonia,7,4,0,4
milkshakes,2,1,1,0
millaparkboi4u,12,0,2,17
miller,12,3,0,7
millionaire,0,3,3,1
mills,1,0,4,1
milton,5,0,3,2
miltonon,5,0,1,2
mimicking,0,1,1,1
mimimayestn,32,21,0,5
minimal,6,2,0,3
minimize,2,2,0,1
mining,0,2,2,1
ministers,2,6,0,21
ministries,2,0,5,1
minors,1,1,0,1
miracles,2,3,0,7
miraculous,1,0,1,1
mirahwood,0,4,1,6
mired,1,1,0,1
miriam,1,3,4,0
miriamdrummond,2,1,0,1
misbehaved,0,1,1,1
misbehaving,0,1,2,2
miscarriages,0,2,1,1
miscommunication,0,1,1,1
misconceptions,1,1,1,0
misdemeanor,0,2,2,12
misdirected,2,1,0,2
miserably,0,1,1,2
misfit,1,1,0,1
misfits,2,2,0,2
mish,1,2,0,1
mishra,1,1,0,3
misled,3,3,3,0
misogyny,4,4,0,1
misperception,1,1,0,1
misrepresentation,1,0,2,1
misrepresenting,1,22,0,2
missfree,1,0,1,1
missingreagan,1,1,0,1
misslissalindsey,7,1,0,21
missour,0,5,11,5
missourian,2,3,0,1
missourigsanet,1,0,1,1
misspelled,1,3,0,2
mister,0,3,2,1
misterbiceps,0,1,2,1
mistook,0,1,2,5
mistreat,1,1,1,0
mistrial,0,3,5,4
misunderstand,0,1,1,1
misunderstanding,0,2,2,2
mitbot,1,0,2,1
mite,1,1,0,1
mixing,0,3,3,1
miz_parks,1,0,1,1
mizzoman,3,3,0,2
mizzzlizzy,0,4,7,2
mjoutsider,1,1,0,1
mk,1,2,0,3
mkebrown,1,0,1,1
mlbnetwork,2,0,1,1
mlbplayoffs,1,0,9,5
mlkjr,1,1,0,1
mls,3,0,1,2
mmflint,9,4,0,2
mmmkay,0,1,1,3
mmmmm,1,0,1,1
mngk,3,1,0,1
mngxitama,6,0,1,4
mo87mo87,3,0,3,1
moagopress,0,12,2,2
moan,0,2,3,4
moaning,1,2,0,1
mobilization,0,2,19,42
mobilizations,0,1,1,1
mobilizing,0,30,9,13
mobrowne,1,1,1,0
mobrule,1,1,0,3
mobute,0,1,4,3
mocked,1,3,1,0
mocks,11,7,1,0
mod,0,4,1,2
moderator,3,1,0,3
modernactivism,0,1,2,1
moderndaydude,1,1,1,0
modernfam,0,4,3,1
mods,1,2,0,1
mofos,1,0,1,1
mohammed,0,1,3,4
mohistorymuseum,6,1,3,0
mohp,1,0,1,2
moi,0,1,2,1
moivory,0,9,2,3
mokabes,3,0,2,3
molested,3,2,0,3
molester,35,13,0,307
molesters,2,2,0,7
molesting,1,1,0,7
molestor,4,5,0,24
molly,0,6,3,5
momas,1,0,1,4
momentarily,0,1,3,1
momentous,7,1,0,1
mominmissouri,0,16,1,1
momolodice,1,1,0,1
monae,11,0,17,15
monahol,0,1,1,1
monarchy,1,2,0,1
monda,21,1,0,1
monetary,1,7,0,2
moneyries,0,2,4,1
moneysellers,1,0,1,1
mongers,2,1,0,7
mongrel,0,1,2,1
monika,0,1,1,1
moniker,2,1,0,2
monk,2,0,1,1
mono,3,1,0,1
monsant,2,1,1,0
montague,0,1,2,3
montel_williams,0,15,3,5
monthofresistance,3,0,4,1
mooch,0,3,1,1
moochers,1,2,1,0
moonbats,2,0,1,11
moonlight,1,0,1,1
moot,0,3,3,5
mor,0,1,1,14
moralmondays,15,2,0,11
morgue,1,2,0,3
morn,1,5,0,3
mornin,2,0,7,3
morphed,2,10,0,3
morphusbfly,1,0,1,1
morris,1,2,0,2
morrison,2,0,1,3
mortgage,2,0,5,2
morton,1,1,2,0
mossad,0,2,2,2
motherfucking,1,1,0,5
motherwell,1,1,1,0
motivates,0,4,1,2
motivational,0,1,3,2
motivations,0,1,1,2
motivator,4,2,1,0
mould,1,1,0,1
mound,0,1,1,1
mourners,2,1,0,2
mourns,2,1,0,3
mouse,2,3,0,3
mouthed,2,35,0,1
mouthy,1,0,3,1
mov,1,1,0,2
movt,0,1,1,1
mozeztheleader,0,1,1,1
mozilla,1,2,0,1
mp3,1,1,4,0
mp3pc,2,0,3,2
mpls,1,2,0,1
mpt_3,0,2,4,6
mr_rem_,1,0,1,3
mrap,0,2,1,11
mrexotic,2,2,1,0
mrmilianspeaks,1,3,0,3
mrpryority,1,1,1,0
mrsjosephm,2,1,0,1
mrsziggy1988,0,1,1,1
mrt,1,1,0,1
ms_brina,2,0,1,3
ms_workes,5,2,0,4
msidouglas,4,0,1,1
msjodieevans,2,3,0,10
msnancyncali,5,1,0,2
msnbcnews,3,2,0,4
msstl79,0,3,3,2
msugrl33,2,1,1,0
mtaibbi,6,1,0,1
mtgs,0,3,1,1
mths,1,1,1,0
mtp,1,0,1,1
mtvnews,1,0,2,9
mu4mikebrown,1,1,0,16
muddy,0,1,1,1
muderer,0,1,2,5
mudshark,2,0,2,11
mufcdevilupdate,1,1,0,6
mufcfamily,1,0,4,5
mufever,2,1,0,2
mugabe,1,2,1,0
mugged,3,0,3,2
mugs,2,0,1,2
mugshot,1,2,0,3
muhammad,0,23,1,6
muhdik,0,1,2,3
mule,1,2,1,0
multiply,1,10,0,3
multiracial,0,1,2,1
multitude,0,1,1,1
mumiaabujamal,0,2,7,3
muna_mire,9,0,2,1
munis,2,0,3,1
munoz,1,1,0,1
murdoch,0,1,1,3
mus,1,1,2,0
muse,1,0,1,1
musician,2,1,17,0
musicians,3,0,8,6
musicmonday,1,0,4,2
musicvideo,1,0,1,2
muslimapologies,3,0,1,1
muslimsoul,1,3,1,0
musta,1,2,0,1
mustard,2,2,0,3
muted,1,0,3,2
muthafucka,0,1,2,2
muthafuckas,1,0,4,2
mutualaid,1,0,1,2
mutv,11,0,3,205
mvp,4,0,4,9
mvula,3,0,1,4
mxgmnational,1,4,1,0
mya,2,0,42,13
mybeat,2,1,1,0
mychalsmith,0,1,6,11
myer,1,2,0,52
myfoxny,1,3,0,2
mylibslive,0,1,2,2
mynypd,0,4,4,7
myriad,1,3,0,1
myrtle,1,1,0,1
mysharona1987,3,1,0,2
myskintone,1,0,1,1
mysoulhasgrowndeep,0,29,3,4
mysportssocial,0,4,1,1
myster,1,0,1,1
mythical,2,4,1,0
mythology,1,0,2,1
mzuamerica,1,2,0,2
mе,1,0,3,1
mоdеls,2,0,2,1
n0v5th,8,10,0,3
n_thatchic,0,2,1,22
nabj,2,3,0,2
nadineelhindi,1,1,1,0
nails,7,9,0,9
nameless,1,0,2,6
namely,2,0,1,3
nametags,0,3,1,6
nancygrazo1,1,2,1,0
nani,3,1,1,0
naomi,0,1,1,2
napalm,1,0,1,1
nappynomad,1,0,3,1
narrated,2,1,0,2
nary,1,1,0,1
nasa,0,6,1,1
nascar,0,2,1,4
nashgrier,1,2,0,1
nashville,0,4,3,13
nassau,1,3,0,1
nateparker,2,0,1,1
nathan21330677,3,12,0,1
nationalities,1,1,0,2
nationaljournal,2,1,0,1
nativepride,0,1,2,3
natives,2,4,0,8
natjackesq,0,17,9,3
natlboycott4mikebrown,2,0,1,1
nats,0,1,7,3
naughty,2,3,1,0
naughtybeyotch,2,3,2,0
nauseating,1,0,2,1
navydad0007,5,7,6,0
nayasala,0,6,2,1
naysayers,1,2,0,2
nbcnightlynews,2,5,0,5
nbcphiladelphia,1,1,0,5
nbcsports,1,1,0,1
nbsp,1,1,0,3
ncaa,4,0,3,4
ncnaacp,2,2,0,1
ndn,1,0,1,2
ndnz,2,0,2,3
ndtv,2,1,0,2
nealcarter,0,1,3,3
neanderthals,1,0,1,2
nearest,1,3,0,1
neat,2,1,0,14
nebraska,0,1,1,1
necks,0,1,3,7
needa,1,0,1,2
needlessly,1,3,0,4
neely,0,1,1,1
neff,2,1,0,1
negatively,2,1,3,0
neglected,3,1,1,0
negligent,1,1,1,0
negotiated,1,0,1,2
negotiating,2,0,3,6
negotiator,1,0,1,1
neighboring,2,0,1,6
neighbour,0,1,2,2
neighbourhood,0,3,2,4
neill,2,1,0,1
nellwhisper,4,0,8,8
nelstamp,3,5,0,1
neosho,2,0,2,3
neral_fegro,7,30,0,14
nerf,1,0,2,1
ness,2,0,3,1
nettles,3,3,0,1
neutraliz,3,0,12,6
neva,0,1,1,4
nevergiveup,2,0,1,3
newhampshire,15,1,0,1
newjimcrow,6,13,0,7
newnormal,1,1,0,1
neworleans,0,4,1,2
news24,1,1,0,4
news4stlouis,7,1,0,1
news_lnk,2,3,0,3
newsbusters,2,15,0,3
newscast,0,1,2,2
newsfeed,0,1,2,2
newsformaggie,1,2,2,0
newsinfomedia,1,1,0,2
newstalk,1,1,0,3
newstica,1,1,2,0
newswire,1,2,0,2
newsworld,1,0,1,4
newsworthy,2,0,1,4
newtgingrich,1,1,0,1
newtown,1,5,0,2
newupdate,3,1,0,3
nextstl,1,0,2,1
nf,1,0,2,4
nh,565,24,0,2
nhl,0,1,3,3
nial,1,0,3,1
niawapo,0,2,2,1
nibirurising,6,24,1,0
nic_o_tine,0,1,1,3
nicholas,1,0,1,1
nicholaspell,1,1,0,1
nicholeberlie,0,2,1,1
nicholson,1,1,0,1
nickiminaj,0,1,4,1
nickkristof,3,1,0,4
niebuhr,1,0,2,1
nigel_d,0,1,1,2
nigerian,1,3,1,0
nigerianewsdesk,0,3,2,1
niggeru,1,0,1,1
nightmares,3,3,1,0
nil,3,2,0,3
nimploom,0,1,8,4
nina,4,8,1,0
ninja_viking,1,4,0,1
ninjas,0,1,1,2
nino,2,2,1,0
ninth,1,1,0,1
nites,0,1,1,1
nitwit,1,1,0,3
nixa,2,0,1,3
nj_politics,1,2,0,2
njdotcom,7,7,1,0
njp,1,0,2,1
nkasoff,4,1,0,5
nlcs,8,0,4,71
nlds,1,0,29,29
nm,3,0,1,1
nnaac,0,1,3,1
nnpa,1,1,3,0
no_cut_card,2,0,5,3
nobamanoway,1,2,3,0
noche,0,1,1,1
noelieululanib,0,1,1,1
noeljackson,4,0,3,5
noes,0,2,1,1
nofear,1,0,1,3
nogunsallowed,0,1,3,1
noi,4,3,0,6
noindictment,2,3,1,0
noisy,1,2,6,0
nojusticenobaseball,13,0,4,5
nojusticenofootball,12,1,0,43
nomad_innewyork,5,1,0,3
nominations,3,6,0,1
nomorestolenlives,1,1,0,3
nonce,1,1,0,1
nonlethal,1,0,1,1
nonprofit,6,0,1,1
nonviolence365,1,1,1,0
nonviolently,1,1,0,2
nonwhites,1,1,0,3
noo,2,1,1,0
nooooo,1,1,2,0
nooooooo,1,1,0,2
nooses,0,1,1,1
nora,2,2,0,1
norma,1,1,0,1
norris,0,3,1,3
northamerica,1,0,1,3
northcarolina,1,2,0,2
northeast,2,0,1,1
northside,1,2,0,1
norton,7,0,5,1
norwood,0,3,2,34
nostalgic,2,1,21,0
notallbhas,1,0,3,1
notallwhitepeople,1,0,1,1
note0157h7,1,5,0,1
noteworthy,0,1,1,1
notguilty,1,2,1,0
nother,1,0,1,2
notices,1,0,1,1
noticiasmundiial,1,4,0,1
notifications,1,2,0,3
noting,2,0,3,2
notinmyname,7,0,2,2
notoriously,1,1,0,1
notreally,1,0,1,1
nots,1,0,1,1
noun,0,1,2,1
nov5th,3,1,1,0
novasankofa,0,2,1,2
novelty,1,1,0,1
novice,1,0,1,1
nowfootbaii,4,0,9,2
nowjammin,1,1,0,3
nppa,1,3,0,4
nprmichel,1,0,2,3
nr,1,1,0,3
nrx,3,4,0,4
ntl,1,2,0,1
nu,0,3,1,7
nuance,1,2,0,1
nuanced,2,0,1,3
nuevo,1,0,1,1
nufc,10,2,0,16
nuff,5,3,0,1
nuh,3,3,2,0
nuisance,1,0,2,1
nun,3,0,1,2
nupesupreme,1,1,1,0
nurses,6,5,0,6
nutjob,3,4,2,0
nutrition,0,1,2,3
nuzzel,2,0,1,1
nword,0,1,1,2
nwsltr,1,1,0,1
nyc2ferguson,0,2,3,1
nycsouthpaw,1,0,2,2
nycstandswithferguson,0,3,12,21
nygovcuomo,1,1,0,1
nyjets,2,3,1,0
nyle,27,0,10,2
nypdnews,1,4,1,0
nyse,1,0,3,1
nytnational,0,4,6,1
nytnow,1,0,2,4
nyu,0,2,1,2
nаkеd,1,0,3,1
o22walkout,1,18,2,0
oaklandelle,1,1,1,0
oakleyfullwood,1,14,1,0
oaks,0,3,2,2
oasis,0,1,8,5
oathkeepers,20,23,0,6
oatmeal,1,2,0,1
obamafail,0,1,2,1
obamasamerica,1,1,1,0
obertan,3,0,2,1
obese,1,2,1,0
obesity,0,1,1,1
obeyed,2,1,3,0
objects,2,3,0,3
obligation,0,3,1,3
oblige,1,3,0,1
oblivious,0,7,2,6
obozo,1,2,0,2
obscure,1,1,0,3
observatorio,1,1,1,0
observe,2,4,0,6
observing,0,8,71,4
obsolete,0,1,1,2
obv,0,3,2,2
obvs,1,1,0,1
ocare,2,0,1,1
occasionally,1,2,0,16
occdissent,1,4,0,5
occupancy,2,0,1,2
occupidiots,12,1,0,4
occupiers,3,2,0,4
occupy420,1,0,2,1
occupy_yourself,27,3,0,10
occupydetmi,1,0,1,1
occupyhongkong,2,0,5,4
occupylasvegas,1,1,1,0
occupyoakland,0,4,4,6
occupyslu,412,38,0,364
occupytampa,1,0,1,2
occupythebronx,1,1,0,6
occupythehood,0,9,11,9
occupytoronto,2,1,0,1
occured,2,4,0,4
occutards,14,1,0,1
occuworld,1,0,1,3
ocd,1,1,0,1
oceanfront,2,0,10,1
ocra,10,14,0,12
oct22,15,54,0,12
oct22nd,0,1,1,1
octavia,0,4,1,4
octavia_j83,1,0,6,2
octo,1,0,1,3
october22,3,7,0,1
octoberferguson,1,3,0,29
odinsblog,7,9,0,5
odyssey,1,1,0,3
ofa_mo,0,1,1,1
offcr,1,2,0,3
offence,2,0,1,2
offends,3,2,0,3
offic,5,3,0,2
offical,1,1,0,2
officialdarude,1,1,3,0
offside,0,6,1,3
offspring,5,3,0,1
ogden,2,0,14,21
ohdianemarie,0,2,1,2
ohh,0,4,3,5
ohhhhh,1,2,1,0
ohioag,3,2,0,4
oilbucket,1,0,1,1
oip,2,3,0,2
oitnb,2,1,4,0
okc,0,1,1,2
oklahomabeheading,2,0,12,1
oldies,5,1,2,0
oldtraffordreds,0,1,1,1
oligarchy,0,1,2,1
olive,0,1,3,4
oliverdarcy,1,1,0,3
oliverkaytimes,0,3,1,2
ollieholt22,1,0,2,7
olschoolwisdom,1,0,1,3
olympic,3,4,3,0
omaha,2,2,4,0
omara,1,1,1,0
omega,1,8,1,0
omgvirals,1,0,3,1
omitted,0,1,1,2
ona14,0,1,1,3
onekade,0,7,1,7
oneself,3,1,0,1
onion,1,3,0,5
onlireeks,0,1,1,5
onlyblackgirl,0,1,1,1
onlyinamerica,1,1,0,2
onset,3,1,2,0
onus,1,0,3,2
oomf,1,3,0,1
ooof,1,0,1,1
ooooh,2,2,5,0
ooooo,1,0,3,2
oooooh,2,0,1,1
oop,1,4,0,1
oozing,1,0,2,1
opal,1,1,0,2
opalayo,2,1,1,0
opd,1,3,1,0
opengov,0,1,1,1
openness,0,1,1,1
operationferguson,2,1,0,2
operatives,0,3,2,1
operator,1,0,2,1
opfergusonblackout,2,1,0,1
ophongkong,7,2,0,9
opjohncrawford,17,7,0,9
opp,1,0,2,5
oppinkpower,3,2,1,0
opportunistic,0,3,2,4
optimism,1,0,2,5
optimistic,3,5,0,4
opting,1,1,2,0
oranges,2,1,0,1
orchard,1,2,1,0
orchards,0,1,1,3
orchestrating,1,1,0,1
orcot,1,2,1,0
ord,1,0,1,1
ordinary,4,5,0,4
oreilly,1,3,0,1
organizational,1,0,3,2
organizes,2,1,0,2
organs,2,4,1,0
orgasm,2,1,1,0
orientation,1,2,0,1
originality,3,2,0,1
originated,2,0,2,3
orioles,1,0,3,2
orlando_tina,1,2,0,1
os,1,4,0,1
osage,2,0,1,5
osu,2,1,11,0
oswald,0,2,1,1
otha,1,1,0,1
otis,1,1,0,2
ottawa,0,46,1,2
oubliezleavion,3,1,0,2
oughta,0,3,1,1
outa,3,5,0,1
outburst,1,0,1,3
outchea,0,2,3,10
outcomes,6,2,0,3
outdone,2,0,1,1
outdoor,1,1,4,0
outfront,1,1,0,3
outing,3,0,2,4
outintherain84,1,1,4,0
outlined,0,1,1,2
outlook,6,0,3,4
outnumbered,0,2,3,4
outofcontrol,0,2,2,1
outpost,1,12,0,5
outsideagit8or,6,3,0,2
outsourcing,0,2,2,1
ova,0,1,2,3
oval,0,2,1,1
ove,0,1,5,6
oven,1,2,1,0
overcoming,2,1,0,1
overdose,1,0,1,2
overgrown,1,0,1,1
overhead,4,3,0,13
overhearing,0,1,1,1
overkill,0,7,1,11
overlap,0,1,1,2
overmilitarized,1,2,1,0
overpaid,2,2,1,0
overpass,1,0,1,3
overreach,0,2,1,1
overreact,3,0,2,2
overreacting,2,3,0,5
overrun,1,2,0,1
oversee,0,1,3,1
overtaken,0,1,1,2
overturecenter,1,1,1,0
overused,1,1,0,1
overview,6,0,3,2
overweight,1,0,3,3
overwhelmingly,1,1,0,4
overworked,1,2,1,0
overzealous,1,3,1,0
ovr,0,9,4,5
owdc1,1,1,0,7
owsbail,0,3,1,2
oxford,2,0,6,1
oyrchallenge,1,0,2,1
ozark,2,0,3,7
ozarks,1,0,1,1
p21,2,0,1,5
p4r4l3g4l,11,7,2,0
pac,0,2,2,10
paced,1,0,1,2
pacify,0,1,2,2
packer,1,2,0,1
pad,1,1,1,0
paddypower,1,1,0,1
paedobritain,0,2,3,1
pageant,2,2,3,0
pagedale,0,4,7,1
paine,1,1,1,0
paintball,3,1,0,1
paintings,4,0,3,2
pakouher,2,7,0,2
palestine2ferguson,12,10,0,63
palestinianmiss,0,1,1,1
palestinianssupportfergusonbecause,3,0,1,7
pali,1,0,1,2
pallister,1,2,1,0
pallotta,1,0,1,2
palmaceiahome1,2,1,1,0
palmer,1,1,0,3
pals,2,2,0,16
pamihami,9,3,0,1
pamschep,12,2,0,2
panels,1,7,0,2
panhandler,0,2,1,2
panjixp1,4,2,0,1
pans,1,0,1,2
panties,0,4,2,1
pantries,1,4,1,0
pantry,2,1,0,4
paolo,2,1,1,0
paperback,7,5,0,6
paperwork,1,0,4,5
para,4,0,6,4
parading,16,3,3,0
paragraphs,0,1,2,2
paralyzed,0,17,1,2
parasite,0,3,1,2
pardew,1,0,2,3
pardon,5,2,0,3
parental,0,1,1,1
parenthood,2,3,0,2
parksesq,3,1,1,0
parrot,1,3,1,0
parroting,1,1,0,1
parsol,2,1,1,0
partially,2,2,0,2
participated,2,4,0,4
partly,4,10,0,1
partnered,1,0,1,2
partnering,1,1,3,0
partying,4,0,11,13
pas,0,1,2,3
pasadena,1,8,0,1
passionately,1,3,1,0
passions,3,1,1,0
pastoral,11,7,1,0
pasture,1,0,1,1
pathological,0,5,2,1
pathologist,3,23,0,2
paths,0,2,2,5
patriarchal,1,1,0,1
patriarchy,2,0,1,4
patrice,72,4,4,0
patrick50809510,1,1,1,0
patrickdehahn,1,3,0,5
patriotact,1,0,1,1
patriotism,2,1,0,7
patriotsorg,1,10,0,4
patronizing,2,0,1,2
patrons,0,3,10,1
pats,2,2,1,0
patterson,1,0,1,2
pattikimble,1,3,0,2
pattullo,1,0,1,3
pattywhite_nym,0,4,2,2
paula,1,1,3,0
paulcallan,1,3,0,1
paulding,1,0,1,1
pauses,1,4,0,3
paved,1,1,0,8
pavement,1,1,0,4
pax,0,1,2,2
payattention,0,3,5,1
payed,1,1,0,1
payment,0,2,2,1
payments,4,0,1,2
payout,1,1,0,1
pb,1,0,3,3
pch3lp,3,0,1,4
pcmostl,4,0,21,12
pcusa,4,7,0,1
pdamerica,4,0,2,11
peaceandlove,1,0,1,1
peacefulprotest,1,2,0,6
peacefulprotests,2,0,1,1
peacemakers,2,1,0,4
pearljam,1,1,4,0
peas,0,1,2,1
peasants,1,3,0,1
pecan,2,0,1,1
peddle,4,0,1,1
peddoc63,0,18,1,10
pedo,3,1,0,5
peeing,1,2,0,1
peeking,1,0,2,1
peer,1,2,1,0
pegged,1,0,1,1
pele,4,0,1,5
pellet,1,0,2,2
pelosi,2,3,0,4
pelted,0,16,1,1
pencil,0,1,1,2
penetration,1,1,4,0
pennyvane10,2,1,0,6
pension,1,3,0,1
pensions,6,0,7,3
peo,2,0,5,3
peopl,1,2,0,3
peoplemag,0,1,1,1
peoplesworld,4,0,5,6
perceptions,1,0,1,2
performances,4,1,0,2
performer,0,1,1,1
performers,1,1,1,0
perkins,4,5,1,0
permalink,0,19,1,1
permits,5,6,0,2
perpetrators,2,0,3,2
perpetuating,4,4,0,5
perps,2,3,0,7
persecuted,1,0,1,2
persona,0,1,1,3
personalfinance,1,1,0,2
personalified,4,2,0,1
personalities,1,2,0,1
personified,0,1,1,2
pertaining,3,2,0,2
pervert,3,6,0,3
pest,0,1,1,3
pestello,6,1,0,2
peteb1974,3,1,3,0
petersburg,1,0,2,1
petitions,0,1,3,1
peytonshead,2,1,0,5
pf,1,1,1,0
pff,1,1,0,1
phampel,6,0,2,14
phd,1,0,1,3
phenom,3,0,1,1
phenomena,2,1,0,2
phew,2,0,2,2
philanthropy,7,2,12,0
philip,5,1,0,2
phillip__p,2,5,0,11
pho,1,1,1,0
phoeb_loves,4,1,3,0
phoebe,1,1,1,0
phoned,2,1,0,2
phot,0,1,2,2
photog,4,3,0,1
photographic,0,2,1,3
photographs,2,0,3,2
photojournalism,2,2,0,6
photojournalist,3,1,0,3
photoshop,0,4,1,3
phuck,1,1,0,1
phxken,1,4,3,0
phyllis,2,1,1,0
physics,1,5,1,0
pi,22,1,0,2
pia,0,2,3,1
picassokat,4,1,2,0
picket,4,0,5,6
pickup,0,5,5,1
piers,1,2,0,3
pies,0,1,2,2
piles,1,3,0,2
pillaging,2,1,1,0
pillow,0,1,3,2
pilots,1,1,0,1
pimple,3,0,1,7
pinac,1,0,4,5
pinback,1,1,0,1
pinelawn,5,0,1,1
pinnacle,0,1,1,1
pint,0,1,1,2
pioneer,18,2,0,52
pipes,0,8,1,2
piqueteswag,2,0,2,4
pirlo,1,0,5,2
piryx,0,1,1,2
pitts,2,1,0,42
pivotal,0,5,2,2
pjstrikeforce,0,1,1,2
pk,1,1,2,0
placing,0,3,3,4
plagued,1,2,2,0
plagues,0,2,1,1
plaguing,1,6,0,3
plainly,0,2,2,1
plains,1,0,1,5
planes,5,5,5,0
planing,0,1,1,1
planner,1,0,1,2
plano,1,1,1,0
plant4peacestl,0,1,6,1
plantation,62,15,0,5
platforms,1,0,1,4
platypus64,0,3,1,2
plausible,2,5,2,0
plaza,12,5,0,130
plea,0,50,4,8
plead,6,2,0,3
pleasant,1,1,0,1
pleasert,0,2,4,1
pledged,0,1,1,5
plentiful,0,1,1,1
pliz,0,1,5,9
plmpcess,1,1,0,7
plots,1,1,2,0
plow,5,3,0,4
plsrt,1,0,5,4
plug,4,2,9,0
pluto,1,0,13,1
plutocracy,1,0,1,3
pnefc,1,1,0,4
png,0,4,2,2
pntalk,1,1,0,2
pocbf,0,6,2,1
pod,1,1,1,0
podium,1,1,0,16
poetsforferguson,3,0,1,1
poignant,3,0,2,2
poised,1,5,0,3
poisoned,3,1,0,1
poker,3,0,2,1
poking,0,2,1,2
policeabuse,2,1,0,2
policechief,2,2,0,1
policeculture,0,2,1,1
policedepartment,2,2,0,2
policemisconduct,8,0,3,4
policeofficers,1,3,0,4
policepoliceacp,9,0,1,2
policeshooting,0,2,1,14
policeterrorism,1,0,4,3
policeviolence,2,8,0,7
polio,0,1,1,1
polis,1,1,0,2
politicizing,1,2,0,2
politicos,1,2,3,0
politicussports,9,0,6,16
politifact,1,1,0,2
polling,2,0,2,1
pollution,2,0,4,2
polo,3,0,2,10
pols1101,0,3,3,3
pom,1,1,1,0
pondering,1,0,1,1
ponders,0,1,62,2
ponte,1,0,1,1
ponzi,2,1,1,0
poo,4,1,1,0
pookie,1,1,0,1
pools,1,1,1,0
poop,6,5,5,0
poorest,1,1,0,1
populace,1,0,1,3
popularcritic1,3,4,0,1
populated,0,1,3,1
porch,4,7,0,13
porno,2,6,0,5
pornos,1,2,0,3
pornstar,5,0,1,2
porr,1,1,0,1
portia,4,0,1,3
portraits,2,9,0,1
portrayal,4,7,0,1
portrays,7,2,0,3
posers,3,1,1,0
positively,1,1,0,3
poss,1,0,1,1
possessed,1,0,2,1
possibilities,1,0,2,1
postcards,1,0,4,1
postdispatch,1,3,0,2
postdispatchbiz,1,2,1,0
postings,1,1,0,2
postpone,1,1,2,0
postracial,0,2,1,3
postracialamerica,0,1,3,1
postseason,0,1,3,2
posttv,1,0,1,1
posture,1,1,0,1
potty,0,2,1,2
pounding,4,6,0,161
powerfully,2,0,1,2
pp,1,2,0,3
pplschamp2310,0,3,2,2
practical,3,1,0,2
pragmatic,1,1,0,1
pragobots,5,0,5,1
prank,15,3,0,2
prayerful,2,0,1,2
prayforpeace,1,2,0,1
prayforstl,1,0,1,7
preaches,16,1,0,5
precinct,0,4,3,2
precision,0,2,1,3
precursor,2,2,2,0
predator,0,5,1,13
predetermined,1,0,1,3
predictions,0,1,1,2
preemptively,1,1,0,1
preface,1,2,0,1
preference,0,1,2,2
pregen,1,0,1,1
prejudiced,2,1,0,1
prelim,1,2,2,0
preparations,10,2,0,2
prepped,1,1,0,1
prepperknowhow,1,2,0,2
preppertalk,6,4,0,1
presbyterian,0,2,1,3
presbyterians,2,0,3,1
prescient,1,1,1,0
preseason,1,0,1,2
presentations,2,1,1,0
preservation,0,5,5,4
preserving,1,2,1,0
presidentbarackobama,3,49,1,0
presidents,1,5,0,1
presiding,0,1,1,1
